"","p_cntrl7291","p_cncr8189","p_cntrl2338","p_cncr4009","p_cncr4149","p_cncr8106","p_cncr7486","p_cncr3370","p_cntrl7734","p_cncr4167","p_cntrl3474","p_cncr7831","p_cntrl3963","p_cncr7735","p_cncr5687","p_cncr8514","p_cntrl9441","p_cncr4667","p_cntrl1189","p_cntrl5569","p_cncr3070","p_cncr7179","p_cncr9820","p_cntrl1085","p_cntrl2636","p_cncr5196","p_cncr8934","p_cncr2543","p_cncr8186","p_cncr2876"
"11101001101111101001",15868,343481,603774,2571564,70344,1178905,26498,2992704,13852,20242,9832,274,74065,131814,1026123,490773,26932,5980,124885,24736,21403,11190,2912,2533,2326893,3583,10959,176703,1331585,237075
"10010000100110111110",443,112275,10188,4050,644148,42270,74344,18912,9788,34477,35076,354356,3256718,35339,43116,3401489,1789,2805775,1028576,53647,94993,53645,2552968,2321513,422588,146576,806707,23041,37755,472890
"01010000000101101101",521640,6740758,59003,5773,7764,352,9327,149455,9727,3282,5493,3199,31927,21026,153950,1386857,1140793,1779215,10134,224650,2906,7683,5753048,10189748,737818,4485347,74902,191924,2819,264973
"00011011101010010101",97,1,567,65,2869,34,1,0,219,66,657,2,2,0,496,35,24,81877,115,859,11,1,7,1658520,7585,2829,24,10,10,22070
"11011011010110111010",3956,120400,6590,16172,26977,823720,18061,346087,49290,75520,890401,12123,1071313,301987,2961177,311898,4475,162888,106429,15617,243989,59439,18189,19967,56920,169142,32159,7762,853731,4710572
"01011001100110110000",81590,1209411,21382,1775,1112208,2232128,932,114647,166598,95697,20220,18488,718635,957112,1556976,2369973,4845,123709,4221939,1757,126229,7549,11114,662142,9959,1290,1189,21610,47396,1034493
"11101000010000000110",753,0,16140,0,3,0,41,3,511,0,2883945,0,110270,0,1,0,6481,0,10,3294,0,0,0,22122,4772,1,160,0,244,1785
"10110000011110110010",1457,1866,55481,84016,231709,2744,42564,5724,5396,202787,8018,296504,35674,696,294896,210669,8189,139068,31531,206406,6277,146476,362064,28591,1308799,4243555,96042,4108,253975,10034311
"10011011100000010001",8,3,63,16,1283,82,24,0,4326,5,8426,0,105,3,437,17,31,12862,29,36,2143,10,1,270784,6353,5502,84,142,1085,57162
"11111101000101001110",25,0,1,0,0,0,0,0,0,0,10821,0,0,0,0,0,4008,0,0,90,0,0,0,6327,1237,140,1,0,13,8090
"10100110110011111101",18,0,19886,0,0,0,2,3,1,1,1879702,0,855,0,4,0,2485141,47,9,6463,0,0,0,3462,23130,3,0,89,141,223
"11100010100010100011",138,11182,406052,1269,11053,171640,260655,297329,2262524,2960,1150063,536435,2833306,3033,100785,30626,28407,162748,857405,1341,15022985,129347,146435,135667,748453,10743,13047,2416171,46629,51205
"00000101010001000110",139,9,8,12552,777,0,32,2,1,4,6268,3,4,0,1,1,925,109252,11,274,0,12,1704,64642,36403,21096781,702,1,76,650770
"10100001000001000000",2,3,431,279,63,1,79,12,8,0,409,0,13,2,10,1,552,2930,1,23,29,473,145,12421,99968,1370904,3947,13,10400,1094255
"10011010111111100011",97766,292610,10840,3892047,2045179,6391,289447,65330,10519,1715877,552843,1159,268213,46,324049,104048,6691,1860216,127014,23598,1639798,35074,4318,7518,705232,1490396,6441,294131,61317,256144
"11110011001011101011",1349,23982,535973,42556,2483,2743,83927,1672517,100779,266,127831,916,17367,2619,2005565,2136,99310,65341,11884,134354,882110,48379,254394,499,620213,428025,18317,630729,115816,94664
"01011011001000001101",2052,12,163,58,126,5,3,5,299,0,1187,0,1,1,417,15,90,9195,1,3594,15,0,17,2364249,10060,96838,4679,4,13,16603
"10100101110010011001",0,0,267,353,63,57,16,5,31,326,447,25,1,1,53,1396,1607,14135,4,317,0,4,104,27783,80794,43754,5,162,295,821822
"00010110100001001000",341729,7252902,7108,247,24674,12092,1057311,3684932,5485,7011,627295,625,18086,237479,19339,36454,718190,6214313,1917,16689,2876146,2451275,239018,64856,7991,213733,52364,17247762,5058,11809
"11010011000111010101",93,6,2328,56,20,5,2,0,115,2,71,0,12,0,1435,7,7372,47145,23,44,6,13,69,17592640,134737,248351,3,14,226,283348
"01110011010000000101",36,0,45,0,0,0,0,0,0,0,3421,0,0,0,0,0,6859,0,0,11,0,0,0,605407,298,151,0,0,0,228
"10100010001101011000",3790,11199,628528,7611,402,230602,4058104,93441,470,5694,16079,244,18391,59098,475309,3682,1970376,69016,593,106779,6867,47721757,13244,38284,2252886,102744,3302730,130142,15126345,189498
"10100001001100111101",101,0,69788,0,0,0,1,0,3,0,2590,0,106,0,14,0,123089,0,1,70482,0,0,0,49985,150037,2,1825,0,558,258
"01001101111100100111",7125345,360045,7765,25475414,8717248,77760,9759,12500,130861,331873,226664,72137,66118,9244,22554,53087,2266,20102,4116894,103503,2067,76,4625,175273,727437,18430,17944,6100,6538,29675
"00100000110110101111",139,0,2920,0,0,0,5,3,0,0,121664,0,314,0,0,3,636691,27,7,10547,0,0,0,157980,40681,101,49,0,1,2191
"10011001001001101010",5246,1324237,3540,561552,1564480,891,249524,599681,26101,536,391320,88,395514,144328,393373,3068,465,31055,18417,292834,943650,50646,136479,124,85451,600629,12431099,23769,1660734,365209
"01001001001001011011",11,1,13,6073,54,5,238,5,75,1,4188,0,8,1,5185,2,17689,4610,16,2037,0,3,11,35296,20998,26150,773,0,9360,749503
"10000110110001011000",6016,464780,13946,3179,4119,115888,14901341,1170217,5597,120724,2104883,3130,462524,54235,128187,70347,429551,2401551,7877,5805,117713,9200782,97780,18418,65164,27570,12354,26055325,870301,30512
"00101011001101110110",571,0,4318,4,0,0,1,0,0,0,1475733,0,845,0,3,0,260761,1,73,15707,0,0,0,927,19066,3,519,0,13517,1151
"00001100000010100101",29606,4302663,364313,3042,1241208,2031,54,3051,536704,4539304,28965,965402,42999,2271,65537,395470,8369,173064,471836,772204,1666,1848,9884966,1508379,287379,27768,28767,135797,358,482469
"10000010011100011001",28199,11250,243227,5455,2182,71607,5366584,11992,12178,823810,9219,2538,10756,16577,2023738,64500,497922,166748,286,166617,1636,93730,9375,1681279,1454637,143564,984151,363669,106412,61815
"11001011010000011101",8,2,280,124,9,90,20,2,608,4,11596,2,83,1,848,87,116,7476,5,386,2,4,22,1255834,56997,18819,312,12,1820,165047
"10101111101100001010",46,1,4,26345,1178,2183,198,8,2,3,20314,0,2,52,2,2,64,1035,2,247,183,70,0,5553,132111,129978,257248,1,30572,100373
"11110101010110000000",800,6,165,298,503,6,1,11,31,5,42,0,0,16,23,141,545,1478,0,33,8,8,59,390197,37365,6530081,12,3,89,6445446
"10000000110111100010",2663,376696,5228,633060,543093,8999,2021799,687729,690,273336,153916,18957,3971172,791,14034,250397,19411,3831115,287304,542,191948,257458,276552,45845,768676,3137837,55994,116008,193644,1535539
"01001100110100000110",6724011,1459841,5844,298008,5513220,483071,174041,68229,98919,81068,801675,932504,1222649,312116,2655,133155,9922,47630,1316335,19406,23877,46421,16272,3275919,125690,17351,41429,3081,7016,158204
"10011001101101101011",47257,842290,3416,10620723,4785004,12985,466428,120349,19862,11200,107491,56,220406,142787,189891,33634,3011,49292,90512,149142,608660,4336,2999,1166,641066,220233,799506,61086,523558,105342
"01010111101010110100",280850,334399,109096,503,175637,76472,995,47896,207211,17605,64827,17294,28860,2963,812794,32144,2702,766928,2660315,11792,89697,3067,264557,667969,12778,962,995,910412,2227,2633
"10001011001111001110",25,5,68,38825,445,34,57,7,0,4,1888,0,11,0,34,1,72,18910,4,529,7,54,8,54578,269016,1169853,187133,0,5092,437143
"11100110101111000111",21110,0,84249,1,1,0,50,1,23,0,172037,0,599,0,2,0,6422769,0,29,1377,0,0,0,101699,64126,0,1,1,36,17
"11001000100100011000",17865,774815,24632,1427,114148,21121316,2217892,373526,304199,9293,75783,5584,11736373,120991473,913584,1470274,23265,12144,114199,3780,179978,591596,2972,3319346,82510,240,506007,56626,2883513,219800
"01110011110000010001",42,0,172,14,7,48,34,5,280,1,4799,11,2,0,140,113,4108,70346,6,24,38,10,5,446864,7554,80889,1,160,99,103773
"11110111110110011101",9,0,16,0,0,0,0,0,0,0,1366,0,0,0,0,0,20506,0,0,10,0,0,0,626864,1158,6,0,0,0,341
"10011111111101100110",2618341,2030704,2487,46351724,12687460,15480,46776,28405,3356,47480,2778759,195,256433,1632,7043,2676,165,229780,562042,41273,744512,40595,3384,1102,484612,875507,78732,50699,327460,25428
"10100101100000110011",82,5372,70193,39155,220056,66682,43581,1999,2341859,23639,403872,535683,510871,113498,34101,5400,16777,11245,4110225,36808,98374,25538,108418,3156,963034,3577,11167,701746,589100,102697
"10000011001010001100",7,3,707,30,74,9,36,14,3,1,184,0,2,0,56,3,12,32205,0,171,11,6,256,1089641,51825,236325,249752,7,81,19928
"10001111110000010000",19,5,7,248,994,426,49,2,107,96,75450,0,82,3,49,17,24,15966,24,9,108,49,1,41131,5078,10155,126,69,9432,125322
"11100111110011100011",2387,51363,176754,459167,11107,48760,88220,1273086,171436,27266,3682830,47754,269176,765,53790,5713,139829,162694,968582,1659,811916,79276,74913,438,725044,68184,41,7411110,118530,79575
"01101011010111110001",12614,34074,1273721,113601,556,784951,673,77137,8074,1706746,111328,44202,29785,707,2705991,139885,2767468,153716,284250,19319,486,157764,8436,10276,768720,41475,28,64734,675303,7978993
"00100000111111000000",264754,45511,497226,278776,90191,61998,1032239,1341264,77,322230,2687,25844,4999,487,16981,214751,399833,508114,6786,10001,2055,990307,22638,50049,553009,301285,7289,68219,16259,468000
"11010100111111011001",1250968,560129,74012,95815,95740,15791,802114,320784,41374,1006171,2914,1159,10262,44728,8024521,3040975,2672647,232359,11350,82775,3020,19084,41264,344453,229329,28217,45,2635688,17440,104490
"10000001011000100011",3495,20949,45135,449582,548105,408,650524,17033,293616,25973,56111,16002,119916,1455,171800,2078,1148,26207,26236,47901,32453,732,168188,7586,901500,682150,1210491,96721,30947,77554
"00000100011001101011",30026,181653,2135,1026843,31919,32,590157,242160,1883,515773,266754,14676,2685,295,102007,34307,1430593,1910122,3280,1447065,478,5441,3417700,5228,548452,14827444,283282,358781,14000,265374
"11011010000100100000",255899,6799587,15751,476,131375,80293,12361,97945,548250,2880,230135,218,1729139,1364044,489050,85339,2588,54115,17832,2331,16386692,212880,15743,1817831,82583,203593,1136662,125968,322307,345745
"01000011110001011001",17,1,21,129,1,49,1373,156,6,5,15430,0,9,0,551,108,89042,920669,3,9,3,13,10,295044,8927,77486,5,470,944,54283
"11101101010000111011",382,16912,31785,287305,18319,108322,11588,47602,2581283,46860,2213679,713751,302519,862201,668770,110494,29659,1971,279610,730787,3301,13888,106917,566,645830,13530,6847,53774,3131168,2921472
"01100001100101111001",3526,41639,121039,40285,606,734409,65620,496582,4095,7727,21538,9632,55575,227667,331432,617524,7838810,180664,226866,12052,1061,50180,26586,51391,931140,11159,2166,426595,1156070,319696
"01000001110110001001",256,4,41,339,61,121,71,204,3,86,71,1,1,2,59,5879,7772,115323,1,9,1,0,13,13042264,22974,370742,38,10,6,444252
"00011000101110001111",485474,219800,88605,105378,11847259,52851,76594,18647,37700,259854,8564,220195,24616,16150,45694,676522,6132,190735,102742,3342493,19983,2986,36581,2004436,283403,28098,427119,3365,180,88448
"10011110001110101000",238844,4948016,10872,4849,504254,29690,2157,119659,7996,891468,33367,80,5238,231058,538802,285930,3201,156054,1400,240215,314914,41270,56296,97361,126567,585189,4589740,140741,44943,328187
"10001110011110000000",1585891,899286,151314,37015,836844,184894,44803,42432,16461,9137383,28511,1112,12046,27730,215821,18469,7515,24505,2217,33254,36232,212681,4443,200982,232848,85263,235909,52585,28431,271911
"10001110000101101110",16297,4912831,3647,349344,76270,22844,34706,43010,1768,37853,4145084,899,939767,55939,7740,6731,20150,386058,75628,196618,86808,1349532,275913,35524,2042401,1752034,24818219,24944,2153413,405923
"11011111001110010010",390,2,12,559,3004,95,3,0,380,12,1866,0,5,9,2295,1,207,1155,31,128,91,10,1,369061,9625,43739,276,0,3819,791376
"00010010010010100000",21076,542447,36359,74,25147,928,8853,445924,8457,272195,105350,85082,23743,271,108097,481385,11833,18705712,3021,7186,340751,69051,4030864,379476,15987,7659238,35177,1075643,500,576517
"10101111011001000101",23,0,41,0,0,0,0,0,0,0,14703,0,0,0,0,0,1402,0,0,138,0,0,0,877,5185,33,0,0,2,201
"01001011110111110000",53673,607536,24666,65261,12168,6737227,16709,1428738,1787,969294,682764,4599,1081415,3676,1232128,386339,108615,1987406,2304220,241,20998,181563,2456,37936,39969,5981,138,138048,998011,780348
"01011011001101101000",2680888,5556351,7658,40577,15138,56824,19173,3498977,1584,1900,103936,5,11305,270306,1438184,19237,54283,182214,3266,30742,145537,47356,4624,16884,40722,404416,823759,41590,397751,131144
"10011000110100001010",83197,727570,1518,91826,6021423,175133,7426769,514538,28873,27246,440775,23155,2011620,3894021,11164,1169287,1121,103076,9269,34808,2658209,271806,7177,66362,77411,454886,2152260,15831,65776,790697
"00011010001000101110",28741,317755,4992,5919,256518,2445,32260,67093,14137,2964,1852829,23889,87711,2853,47834,20635,454,1108329,18143,2275807,338716,42940,631247,78539,70747,815429,137861588,10290,12789,58760
"00111011111111011100",16,0,4,0,0,0,0,0,0,0,3229,0,0,0,0,0,4078,3,0,60,0,0,0,5527,338,24,0,0,1,1957
"00101001111101010111",6,0,3,6,0,0,0,0,0,0,5750,0,0,0,0,0,11215,0,0,108,0,0,0,7154,6821,9,0,0,6,2253
"00010001011011010000",71,1,63,379,287,0,18,6,1,37,62,0,0,0,1127,25,1589,282772,1,206,0,8,314,48677,3643,3108644,12,4,102,2182901
"10001000100101001110",17254,2115201,17300,586662,1503868,290690,5748527,213851,5320,3350,431128,7293,17003235,562579,3999,41331,4956,93996,246541,44170,246090,2133329,33205,127715,978327,36785,10308271,8632,719226,177335
"01000001101010111001",2536,40165,145636,1721,15380,193854,56542,664464,144252,66301,7177,33077,36562,23677,11146039,897814,75439,258951,341708,16549,2725,294,146419,345363,52249,352,6861,873409,9809,19837
"00101111100110110010",1766,13560,21400,45255,148201,24065251,1050,10772,7686,1752689,1521017,351638,88183,56279,19632,15843,34958,115372,8375562,14800,52605,385266,3009,5363,165825,3850,11322,9317,691212,1302895
"10011000000111101111",5404,2869370,56733,311954,823473,848,5007,16679,21659,110193,39766,15749,597138,5409,105694,516663,12444,433774,128059,1687744,28984,27464,2750706,106708,2585330,3266040,290361,13126,22979,4187771
"01100111000110110110",491,0,9705,0,0,0,0,0,5,0,380013,0,362,0,2,0,2414280,1,212,1183,0,0,0,144048,5378,1,6,0,97,1203
"01101010000111000011",39613,53010,1448311,30838,4958,410180,46572,97763,72485,44869,210891,78606,86036,7812,212825,3165,12398734,38828,108495,43457,61992,3144734,8274,122578,895979,49733,2813,9952,64063,2727156
"11100000010110111110",15,0,4394,0,0,0,5,3,1,0,143982,0,10193,0,6,1,322300,1,11,3783,0,0,0,196937,32492,21,89,0,663,17799
"10111001101011011010",0,0,30,10258,2047,32,144,21,7,1,3854,0,22,1,260,24,58,6956,31,1068,58,183,10,247,18635,36451,306,1,40075,2009272
"01011100100010011010",23138,596362,4018,469,1003577,483683,76588,535758,1591148,50635,822722,902442,595749,5380141,820064,903930,74179,138809,943010,103735,353981,131692,177296,201200,2405,640,2727,43999,10628,539596
"10010111101101010111",415,1,24,23364,2028,2,84,0,25,6,1704,0,3,0,37,0,1223,45766,89,446,19,6,3,367135,283826,347508,96,12,930,10039
"10011110011110010011",276964,33151,77967,87439,1442611,22763,34373,396,631477,26508745,72749,27798,13014,4129,2580647,12612,60912,37529,30187,1167862,25522,50290,4993,114101,325122,97494,3290,24634,16647,754721
"10000001011000000001",54,1,191,1210,790,0,242,1,110,9,81,0,1,0,136,5,65,3365,0,116,2,0,32,291628,92907,1271477,4156,20,89,92777
"11010010110100111101",42645,204723,34687,2089,5073,86715,150210,46599,88265,33421,152851,32257,850380,12759,384760,14182671,22285,3507238,60342,17845,70895,11646,119326,15061121,700626,125913,9719,3182151,27958,24319
"10101110111100010010",44774,3889,21834,702951,470380,5149978,1693531,5759,25759,532274,2027831,58930,171073,46609,32131,5819,13105,11108,133564,68969,94147,4506054,204,7862,773738,7582,116675,18221,5613807,173219
"01110001111000101001",116051,39465,66531,32353,24971,10632,91967,4617179,52230,2053,26887,32288,2741,23327,183474,2317359,12215,111409,4934,92130,28164,557,65997,8703,96949,128347,6906,1504160,3082,27122
"10101011100101001001",10,4,150,5884,27,933,112,19,2,3,4553,0,8,7,11,24,2256,7922,1,59,85,204,0,13301,398400,188172,1709,37,24943,290419
"01000101000101001011",390,12,4,4540,33,2,72,11,6,3,717,0,1,20,35,3,626609,15114,2,217,0,2,51,755702,78688,4869781,743,1,264,906871
"00111001100010000010",5,1,32,260,15751,45,5,10,56,1,4471,30,13,1,4,35,18,10541,63,110,604,26,18,12170,3362,125216,276,0,73,3077040
"10001011011100001111",123,1,39,88441,481,18,140,0,5,22,3414,0,3,0,18,4,28,6258,1,3166,2,1,2,267648,774889,3214076,217280,0,572,147151
"11010000010011110000",3084,951716,62151,1151,20908,437,44696,532393,114976,21479,41924,16969,1948216,1754,8464719,1018223,52328,1368538,80286,3393,57314,245054,9833855,100499,46383,406898,261,1284391,179244,3133129
"11111111101010100000",109336,673794,182425,8291,1046301,694424,1326,834087,1337623,3914,352584,908,62648,199810,392337,23252,170,5654,269959,6859,22666039,35864,5288,1525,32293,1189,3975,1321649,114243,20135
"10111010000010100111",35,0,42204,0,3,0,0,0,607,0,1967424,0,6702,0,3,0,5806,1,20,31957,3,0,0,11723,9990,11,50,0,11,1364
"11100001001011000001",11,1,7368,1080,45,1,26,15,135,0,30,0,1,0,896,2,3331,743,2,71,4,7,69,49677,228944,96408,35,21,770,314063
"01100100111000100111",10119,0,1445,1,2,0,9,1,50,0,1166839,0,306,0,1,0,200541,1,41,9095,0,0,0,48535,10616,4,5,0,3,36
"01110100001110000110",257505,0,15209,0,8,0,1,0,17,0,6669,0,21,0,1,0,994661,0,3,31576,0,0,0,902299,2903,10,27,0,1,632
"01100100100101101100",14057,0,739,0,0,0,2,59,0,0,215899,0,481,0,0,0,7442356,5,6,962,0,0,0,158027,8362,9,46,1,153,257
"00100100111100011010",41105,1878,5917,260442,60623,400100,4198089,71807,497,404033,77278,652118,3541,99306,11090,170384,739425,133802,12847,471321,386,393865,13222,42682,446869,99628,315272,9113,155349,340857
"00010001001110011010",19,0,7,189,480,4,30,1,1,15,33,0,0,1,302,25,2000,64844,1,1277,0,2,59,992462,10783,2586048,16489,0,113,3143090
"10101001100011111101",3,0,90453,0,0,0,0,2,13,0,265155,0,15687,0,17,0,42031,1,204,9896,0,0,0,460,13695,0,1,2,1209,883
"10001001100001001101",9,63,129,4380,1283,12,80,10,44,1,2614,0,157,2,15,63,37,12693,17,236,19,5,40,85179,108205,29480,2207,40,957,59395
"10101111001011011010",0,0,66,6292,44,59,22,5,3,10,20771,0,2,0,329,0,1573,3496,6,2605,4,857,12,199,63468,68957,1382,1,159186,1929790
"10010100100001000010",47909,2743604,5545,11650,5199964,1125,4688664,136276,376990,1295,513160,3235,1551618,307109,11285,2285,24938,167728,102291,7983,21663717,1548784,362355,18173,40040,158771,43036,1340741,39262,48298
"01101011010011110100",231,0,59682,0,0,0,0,9,2,0,2722341,0,4078,0,34,0,273418,2,87,894,0,0,0,1469,1341,1,0,0,758,3770
"01100111010111000001",1019,2,664,1709,2,12,1,14,2,133,336,0,0,0,38,11,712417,36410,1,38,0,18,15,243288,155958,6052255,0,20,70,2022857
"10110001111101110110",896,0,1247,31,6,0,31,0,0,0,188326,0,3513,0,1,0,12186,1,57,2741,0,0,0,498,22804,34,12,0,2796,461
"10100111010000101000",1757,120996,59485,5627,2099,45857,25923,1198103,5477,17148,645193,7199,11142,178428,10235,28301,7408,82049,811,29642,73276,240891,352515,917,339238,1255839,906544,2254210,286601,169815
"11111001110111001010",34,4,10,69025,864,141,127,824,2,1,5439,0,42,8,18,606,234,8928,8,37,129,96,3,2737,35248,2018931,30,1,6969,13854199
"01101010110001110111",145,0,2690,1,0,0,11,1,25,0,132919909,0,59329,0,6,0,1421971,10,793,2138,0,0,0,5362,6651,1,0,1,1024,475
"10011001101100110100",101409,547282,43766,115251,21419866,192679,6234,1609,91956,15898,12758,1403,1230953,126153,197320,118580,19,19873,1902374,48933,78809,6332,6493,179279,267767,2832,600022,14755,463761,41935
"01110111011100101111",151305,0,1416,1,0,0,1,1,2,0,308521,0,2,0,1,0,1117387,1,0,108755,0,0,0,14802,12622,331,33,0,3,111
"10101101100001110001",663,239486,208209,244982,224478,128150,4540,8394,679769,105908,439295,10615,643574,94411,201481,25970,24997,7828,3337752,50793,34140,152395,25251,284,713588,856,532,3024484,7479558,289664
"11101001100110101010",716,111522,33180,167440,252769,17747815,44518,3979872,36118,2934,245427,37951,2914159,8042207,37577,413620,1359,5962,904681,3919,768688,68039,7813,6421,437930,5840,502421,5418,1768405,1566150
"00000010100111011010",1594,36999,17379,2749,3431,1402025,7798914,540467,252,180258,285644,29628,314559,13315,103226,33031,8138846,14287687,105566,5181,47499,9656381,38925,386677,99057,40137,87592,70700,154395,306990
"01010100110110100000",3234680,5264835,3497,2964,751855,14389,5314,1026784,14435,730059,18318,42021,25019,49621,48820,16432241,51291,2433216,65431,1435,75741,4366,410251,4099317,22222,742456,727,479786,527,486938
"00010000100010111111",259,40994,30584,798,174420,3171,20942,12607,107616,115429,82752,15511080,364942,879,121252,4347215,20490,12898703,1697436,614743,15526,3554,20279050,1646969,125818,49640,23271,193384,536,169238
"10100100101000000111",1468,0,26474,0,25,0,95,0,491,0,169289,0,963,0,0,0,46405,0,14,22476,0,0,0,37287,27251,0,181,1,9,9
"11000111111111110101",315816,219737,457281,1128658,28379,105931,14045,20717,17490,1282942,30958,1249,66368,132,1375064,38855,80199,407448,1965622,5528,1397,3443,19711,195476,2202482,6821,49,2285702,91625,8695
"01111010110000010101",11211,0,45031,0,0,0,3,0,951,0,2945092,0,4004,0,13,0,245040,1,22,5719,0,0,0,240387,623,0,0,2,8,108
"10001000011100110110",9087,33193,12236,1582875,2091885,12995,86900,723,14766,286677,134963,136304,2601744,1396,133963,56697,284,51520,569895,340141,1131,36998,81396,256330,2686443,205224,8791385,563,1942160,1323233
"11110100010000100100",8367,0,4216,0,1,0,0,2,148,0,247800,0,1378,0,1,0,13762,0,1,3000,0,0,0,62457,2756,65,9,1,16,610
"00111011101111101100",12312,0,6626,1,1,0,0,31,0,0,149292,0,56,0,1,0,29665,7,3,7377,0,0,0,961,2498,6,57,0,64,208
"01001010111110000111",2499446,54649,272884,296923,578746,878934,323522,45870,96760,605672,192252,524300,180313,299,101116,63455,17563,200449,629722,37350,26498,7511,2031,6159415,472355,6091,9423,8357,786,24139
"00110011001011011010",1,0,73,173,5,3,56,15,0,1,1956,0,0,0,264,1,13565,210652,1,1972,4,404,113,2593,13302,2636715,672,1,1721,1402331
"11001011100010110001",634,216641,470001,769,51690,5105051,9867,66372,14896483,86887,548394,17080,10158446,55272,9907326,89737,2873,45229,7513395,747,1830102,11154,7259,118993,62852,40,719,3137242,291559,38785
"00011100100110110011",24563,267237,3422,19641,8154905,40952,1024,834,342801,23576829,112242,665107,105985,26726,230189,1394293,94526,600803,6038306,197217,31029,4842,75118,520155,90802,26347,1285,34265,5732,2431331
"00000001000011010101",3,2,2417,85,54,1,2,0,18,35,51,6,4,0,223,10,8985,139178,55,400,0,4,2681,2631194,68542,99813,13,6,34,768356
"00111101000000110100",1254,0,5272,0,5,0,0,0,71,0,276426,0,325,0,2,0,12377,0,42,70471,0,0,0,3662,588,1,10,0,73,2252
"11000111000101000001",1034,42,104,428,19,7,26,2,84,2,598,0,2,6,129,0,60839,5173,1,6,29,13,5,1979936,150919,801194,105,88,1361,85280
"01000111011010110111",31502,9273,216352,43463,16658,6806,2950,4501,286458,662391,215127,1012013,12594,35,1314496,3409,62880,347299,1685943,195245,379,516,700962,213473,291787,19226,839,69801,2183,30672
"00011100101101111101",905364,2534594,7604,485099,861826,5647,3152,3895,4315,1552141,29383,2595,10008,7058,300393,2711771,120850,1065541,263043,6054087,393,5453,107797,229123,535798,46650,16831,189425,41505,92178
"01000110111011001000",1082598,1199743,32158,7737,5879,70719,3597435,93069071,1416,107344,272520,1830,7434,3855,350503,120207,1300165,3373456,3224,4891,40873,262748,86274,68370,17199,28845,2597,6465469,5220,9595
"10111100010000100101",3895,0,9711,0,14,0,0,0,458,0,381037,0,570,0,1,0,5528,0,2,130469,0,0,0,7490,9871,42,6,1,9,1905
"00011000110110110011",10760,55386,4674,67122,2778435,32823,10425,4115,62951,27225316,144026,3618213,360319,1095,287988,10914051,26640,2620810,2046519,80600,15372,4958,50286,339434,114517,172807,830,18422,5825,6961057
"00111010000111110000",5456,157863,169195,2080,7054,76508,436,22196,1211,441163,87145,14989,35646,1674,483688,208237,514110,1511478,74524,76402,23295,10282651,97764,26846,180236,447661,4233,39113,700674,18575778
"01001101100100010011",235,2,3,2567,3039,510,13,0,875,54,4896,2,24,53,103,15,7055,2147,895,59,3,1,1,2958186,19387,3708,34,0,1062,567058
"10101001011001110100",152,0,25175,5,1,0,1,0,2,0,316876,0,4898,0,16,0,3502,0,17,13952,0,0,0,93,13912,1,29,0,17848,1507
"10101100111011000101",10622,0,165835,6,26,0,4,1,27,0,111254,0,464,0,2,0,56669,0,9,27115,0,0,0,1455,17283,0,0,2,15,153
"11111000111111100010",83745,169393,14601,8257656,2195381,27644,177650,1615444,8301,13670,226171,8202,807327,2149,160522,553920,2971,70612,348479,12035,663301,252588,10886,1924,546979,487432,3690,15384,1081110,2685352
"10111011101000100011",3749,15668,87901,147339,1596073,68217,70650,16933,2049947,1676,1775832,6058,242667,10700,70537,1672,135,9876,268445,83340,41983816,22044,1566,378,353033,15797,247816,334667,203422,16878
"10010100010000111010",871,144214,623,3936,123299,389,177440,41101,72654,70206,761684,149707,247097,117622,156211,392384,13128,752090,12974,312860,43683,75061,9578571,19082,69100,3945811,399264,227715,154426,1748233
"11100001110011010101",0,0,179,0,0,0,0,0,0,0,1273,0,1,0,0,0,10876,0,0,1,0,0,0,60308,1998,1,0,0,1,745
"11110111001111010011",78,0,349,3762,35,4,6,0,80,4,329,0,0,0,1392,0,86904,2698,10,488,6,33,5,47980,261983,577729,2,3,3324,713483
"00111011100011001011",3,1,59,1026,102,33,20,57,7,3,32611,1,2,0,17,23,2784,156072,8,644,365,73,10,1399,13655,520393,35,14,147,920632
"01111000000010001111",1010,0,52188,0,1,0,1,3,700,0,183613,0,791,0,7,0,418901,0,4,250879,0,0,0,112794,1307,1,10,0,1,2732
"00100000111100100101",16005,0,9488,1,1,0,5,0,0,0,15130,0,67,0,0,0,124313,3,2,5699,0,0,0,446844,56420,27,82,0,3,109
"01110101111011011101",24,0,11,0,0,0,0,0,0,0,545,0,0,0,0,0,107224,1,0,181,0,0,0,16683,274,5,0,0,0,295
"00110001000100111011",769,3369,37402,10777,8780,15959,7537,3945,16331,19895,14677,274229,5526,222353,87415,97321,576052,107110,28950,1471184,1908,15746,230029,32218,780001,1321065,224428,7395,59147,3857758
"01011100011010011110",348675,173845,25604,18497,799527,8920,16575,73924,219831,163783,145509,2547474,31087,20111,1352399,408797,13120,84536,115755,8650953,791,18031,1390813,207151,18690,15852,8376,2358,2511,687264
"01001110111010110101",200489,179325,138130,18373,117184,134182,1868,16591,421667,10450864,626917,756176,85006,54,2062874,1186520,12273,907410,3774988,93606,1978,1621,83028,1138000,123938,572,156,1099759,4158,16651
"11110101000010100000",12188,917776,472378,533,169708,7431,349,331595,1760358,1279,11105,12795,37019,1174995,173370,41732,3485,5389,51424,10230,697390,26771,2291545,15074,65981,63301,3796,547685,17078,542723
"01111101110000001111",31,0,0,0,0,0,0,0,0,0,86142,0,0,0,0,0,1338,0,0,214,0,0,0,12033,157,14,0,0,0,710
